Location,Base,Off_July_20,E21,E22,E23,Diff_23-20,percent_change_23over20
".Smith County, Texas",233484,234199,237182,241995,245209,11010,4.715526545716195
".Clay County, Texas",10220,10257,10311,10499,10738,481,4.706457925636008
".McIntosh County, Georgia",10973,10985,11054,11183,11501,516,4.702451471794404
".Saguache County, Colorado",6368,6389,6511,6627,6688,299,4.6953517587939695
".Minnehaha County, South Dakota",197207,197695,199904,203845,206930,9235,4.68289665174157
".Saline County, Arkansas",123430,123826,125382,127415,129574,5748,4.656890545248319
".Houston County, Georgia",163642,164356,167228,169775,171974,7618,4.6552840957700345
".Stone County, Missouri",31082,31212,31592,32134,32658,1446,4.652210282478605
".Northumberland County, Virginia",11839,11841,12052,12278,12391,550,4.645662640425711
".Dixie County, Florida",16756,16687,16933,17120,17465,778,4.643112914776797
".Morgan County, Missouri",21002,20995,21430,21786,21970,975,4.642415008094467
".Big Horn County, Wyoming",11523,11484,11643,11879,12018,534,4.634209841187191
".Hamlin County, South Dakota",6167,6166,6264,6394,6451,285,4.621371817739582
".Franklin County, Maine",29452,29468,30258,30595,30828,1360,4.617683009642809
".Yuba County, California",81578,81958,83227,84353,85722,3764,4.613989065679473
".Scott County, Kentucky",57160,57531,58316,59077,60168,2637,4.613365990202939
".Camp County, Texas",12464,12428,12602,12721,13000,572,4.589216944801027
".Jack County, Texas",8473,8487,8550,8764,8875,388,4.579251740823794
".Lafayette County, Mississippi",55814,55913,56902,57730,58467,2554,4.575912853405955
".Callahan County, Texas",13705,13747,14098,14247,14374,627,4.574972637723459
".Sarpy County, Nebraska",190597,191167,193826,196427,199886,8719,4.574573576708972
".Gilmer County, Georgia",31349,31427,32106,32403,32860,1433,4.571118695971163
".Henderson County, Texas",82147,82403,83653,84490,86158,3755,4.5710738067123575
".Pike County, Pennsylvania",58546,58574,59997,60576,61247,2673,4.565640692788577
".Deschutes County, Oregon",198251,199464,205283,206483,208513,9049,4.564415816313662
".White County, Tennessee",27354,27444,27541,28000,28692,1248,4.562404035972801
".Palo Pinto County, Texas",28413,28452,28742,29322,29747,1295,4.557772850455778
".Grady County, Oklahoma",54803,54881,55595,56648,57375,2494,4.550845756619163
".Union County, Tennessee",19804,19845,20013,20473,20741,896,4.524338517471218
".Hamilton County, Texas",8221,8248,8230,8313,8619,371,4.512832988687507
".Frederick County, Virginia",91418,91870,93959,94808,95994,4124,4.511146601325778
".Pine County, Minnesota",28889,28899,29414,29533,30197,1298,4.4930596420782996
".Okeechobee County, Florida",39642,39652,40031,40373,41427,1775,4.477574289894556
".Wayne County, Utah",2485,2503,2560,2634,2614,111,4.466800804828973
".Sandoval County, New Mexico",148834,149290,151478,153597,155936,6646,4.465377534703092
".Mohave County, Arizona",213276,214185,217164,220905,223682,9497,4.45291547103284
".Platte County, Missouri",106733,107193,108744,110570,111940,4747,4.447546681907189
".McCormick County, South Carolina",9528,9518,9764,9741,9941,423,4.4395465994962215
".Highland County, Virginia",2232,2240,2239,2296,2339,99,4.435483870967742
".Cullman County, Alabama",87857,88136,89639,90663,92016,3880,4.416267343524136
".Clarke County, Virginia",14787,14814,14940,15331,15466,652,4.409278420233989
".Appomattox County, Virginia",16116,16154,16398,16703,16864,710,4.405559692231323
".Carroll County, New Hampshire",50105,50246,51741,52154,52448,2202,4.3947709809400255
".Lewis County, Washington",82143,82553,84569,85357,86154,3601,4.383818462924412
".McMinn County, Tennessee",53270,53343,53921,54695,55678,2335,4.383330204617984
".Lawrence County, Tennessee",44160,44181,44768,45502,46114,1933,4.377264492753623
".Duchesne County, Utah",19604,19620,19792,20142,20477,857,4.371556825137727
".Trinity County, Texas",13602,13634,13832,13993,14228,594,4.3670048522276135
".St. Clair County, Missouri",9283,9347,9413,9595,9752,405,4.362813745556393
".Brazos County, Texas",233848,234505,237612,241931,244703,10198,4.360952413533577
".Anderson County, South Carolina",203724,204195,206885,209652,213076,8881,4.359329288645422
".Placer County, California",404745,405927,413047,418074,423561,17634,4.356817255308898
".Putnam County, Georgia",22049,22170,22614,22933,23129,959,4.349403601070343
".Isanti County, Minnesota",41139,41396,41962,42711,43182,1786,4.341379226524709
".Coffee County, Tennessee",57888,58139,58983,59779,60633,2494,4.308319513543394
".Moore County, Tennessee",6468,6470,6651,6716,6748,278,4.298082869511441
".Sherman County, Oregon",1864,1871,1907,1947,1951,80,4.291845493562231
".Blount County, Tennessee",135287,135657,137611,139810,141456,5799,4.2864428954740665
".Fluvanna County, Virginia",27252,27294,27797,28117,28462,1168,4.285923968883018
".Daggett County, Utah",936,952,982,1015,992,40,4.273504273504273
".Henry County, Alabama",17141,17169,17433,17670,17899,730,4.258794702759466
".St. Clair County, Alabama",91468,91657,92874,93881,95552,3895,4.2583198495648755
".Cass County, Minnesota",30090,30168,30682,31308,31446,1278,4.247258225324027
".Hoke County, North Carolina",52074,52236,53179,53691,54446,2210,4.243960517724776
".Franklin County, Tennessee",42770,42845,43196,44119,44654,1809,4.229600187046995
".Dickson County, Tennessee",54307,54440,55174,55727,56729,2289,4.2149262526009545
".Latah County, Idaho",39523,39638,40400,40924,41301,1663,4.207676542772563
".Knox County, Tennessee",478966,480516,485941,495380,500669,20153,4.207605550289582
".Alamance County, North Carolina",171426,171960,173968,176618,179165,7205,4.202979711362337
".Crawford County, Michigan",12991,12992,13277,13434,13538,546,4.202909706720037
".Lee County, Texas",17483,17506,17679,17971,18240,734,4.198364125150146
".Culpeper County, Virginia",52550,52768,53772,54290,54973,2205,4.196003805899143
".Pondera County, Montana",5903,5878,6018,6092,6125,247,4.184313061155344
".Izard County, Arkansas",13578,13602,13921,14029,14169,567,4.175872735307115
".Madera County, California",156258,156345,158966,160329,162858,6513,4.168106592942442
".Ferry County, Washington",7180,7198,7290,7468,7497,299,4.164345403899721
".San Juan County, Washington",17786,17826,18618,18672,18566,740,4.160575733723153
".Pickaway County, Ohio",58545,58656,58765,60007,61086,2430,4.15065334358186
".Garfield County, Utah",5086,5103,5126,5258,5314,211,4.148643334644121
".Mecklenburg County, North Carolina",1115534,1117423,1126283,1144075,1163701,46278,4.148506455204413
".Douglas County, Washington",42933,43029,43837,44223,44798,1769,4.120373605385135
".Marshall County, Oklahoma",15302,15340,15552,15921,15970,630,4.117108874656908
".Kent County, Delaware",181858,182315,185043,187758,189789,7474,4.109799953810116
".Alleghany County, North Carolina",10883,10895,11079,11193,11342,447,4.10732334834145
".Fayette County, Texas",24433,24471,24690,24934,25474,1003,4.105103753120779
".Wayne County, Georgia",30139,30142,30220,30737,31373,1231,4.084408905404957
".Bosque County, Texas",18232,18252,18499,18707,18996,744,4.0807371654234315
".Shelby County, Alabama",223038,223912,227453,230033,233000,9088,4.074641989257436
".Waynesboro city, Virginia",22196,22279,22606,22799,23182,903,4.068300594701748
".Turner County, South Dakota",8663,8675,8679,8888,9027,352,4.063257532032783
".Antrim County, Michigan",23426,23458,23879,24265,24409,951,4.0595919064287544
".Cumberland County, Pennsylvania",259479,260258,265537,268532,270738,10480,4.038862489835401
".Madison County, Kentucky",92705,92993,93474,95151,96735,3742,4.036459737878216
".Piscataquis County, Maine",16801,16808,17217,17403,17486,678,4.035474078923873
".Park County, Colorado",17392,17418,17744,17921,18117,699,4.019089236430543
".Fairfax city, Virginia",24147,24177,24353,24752,25144,967,4.004638257340456
".St. Tammany Parish, Louisiana",264571,265000,270147,273237,275583,10583,4.000060475259949
".Morgan County, Kentucky",13729,13735,13689,14146,14283,548,3.991550732027096
".Davie County, North Carolina",42720,42903,43652,44115,44599,1696,3.9700374531835205
".Midland County, Texas",169986,170362,168257,172019,177108,6746,3.9685621168802134
".Park County, Montana",17190,17223,17515,17753,17903,680,3.955788248981966
".Washington County, Minnesota",267557,268389,272865,276169,278936,10547,3.9419637684680273
".Livingston County, Missouri",14548,13985,14191,14335,14557,572,3.9318119329117405
".Coffee County, Alabama",53459,53549,54199,54840,55643,2094,3.91702052039881
".Washington County, Tennessee",133003,133219,133460,136147,138420,5201,3.910438110418562
".Towns County, Georgia",12488,12547,12880,12961,13035,488,3.9077514413837284
".Kenai Peninsula Borough, Alaska",58801,58942,59946,60611,61223,2281,3.879185728133875
".Warren County, Tennessee",40946,41052,41468,42001,42638,1586,3.8733942265422754
".DeSoto County, Mississippi",185312,186122,189004,191144,193247,7125,3.8448670350543948
".Pottawatomie County, Kansas",25343,25411,25873,26292,26382,971,3.8314327427692065
".Shackelford County, Texas",3107,3110,3191,3212,3229,119,3.8300611522368846
".Cherokee County, North Carolina",28769,28858,29194,29459,29959,1101,3.8270360457436827
".Gaston County, North Carolina",227943,228532,231277,233970,237242,8710,3.82113072127681
".Cleburne County, Alabama",15057,15064,15156,15372,15639,575,3.81882181045361
".Gaines County, Texas",21597,21699,21878,22140,22523,824,3.815344723804232
".Marion County, Arkansas",16828,16873,16984,17289,17514,641,3.809127644402187
".Torrance County, New Mexico",15052,15062,15313,15383,15633,571,3.793515811852245
".Cassia County, Idaho",24692,24760,25244,25644,25696,936,3.790701441762514
".Sharp County, Arkansas",17274,17314,17691,17836,17968,654,3.786036818339701
".Stewart County, Tennessee",13656,13706,13808,13994,14222,516,3.7785588752196833
".Anderson County, Tennessee",77147,77320,77615,78929,80234,2914,3.7772045575330213
".Cocke County, Tennessee",35999,36045,36364,36849,37404,1359,3.775104864024001
".Oscoda County, Michigan",8220,8235,8320,8391,8545,310,3.7712895377128954
".Benton County, Washington",206868,207419,210599,212829,215219,7800,3.7705203318057894
".Minidoka County, Idaho",21582,21668,21944,22208,22480,812,3.7623945880826613
".Jessamine County, Kentucky",52990,53024,53603,54236,55017,1993,3.7610869975467067
".Southeast Fairbanks Census Area, Alaska",6807,6821,7007,7016,7077,256,3.7608344351402963
".Dallas County, Missouri",17066,17128,17336,17587,17768,640,3.75014649009727
".Adams County, Wisconsin",20647,20677,20837,21252,21449,772,3.739041991572625
".Okanogan County, Washington",42090,42139,42772,43460,43712,1573,3.7372297457828463
".Real County, Texas",2759,2751,2817,2832,2854,103,3.733236679956506
".Harrison County, Kentucky",18692,18719,18957,19105,19415,696,3.7235180826021828
".Fairfield County, Ohio",158908,159448,161209,162956,165360,5912,3.7203916731693814
".Madison County, North Carolina",21192,21287,21728,21881,22071,784,3.6995092487731216
".West Baton Rouge Parish, Louisiana",27202,27262,27798,28034,28266,1004,3.690905080508786
".Polk County, Missouri",31524,31617,32042,32659,32780,1163,3.6892526329146045
".Yuma County, Arizona",205002,205659,207284,208874,213221,7562,3.6887445000536583
".Gillespie County, Texas",26726,26748,27293,27501,27733,985,3.685549652024246
".Oldham County, Kentucky",67607,67693,68238,69444,70183,2490,3.6830505716863637
".Bent County, Colorado",5648,5473,5339,5439,5681,208,3.6827195467422094
".Warren County, Ohio",242346,243228,246828,249735,252148,8920,3.6806879420332916
".Elmore County, Idaho",28665,28669,28978,29391,29724,1055,3.680446537589395
".Ascension Parish, Louisiana",126499,126978,128571,130485,131632,4654,3.6790804670392654
".Spalding County, Georgia",67312,67471,67765,69008,69946,2475,3.676907535060613
".Sevier County, Utah",21508,21554,21894,22043,22344,790,3.6730518876697045
".Hopkins County, Texas",36791,36827,37210,37793,38172,1345,3.655785382294583
".Lewis County, Tennessee",12583,12606,12852,12912,13066,460,3.6557259794961454
".Valencia County, New Mexico",76207,76374,77315,78201,79141,2767,3.63090004855197
".Wallowa County, Oregon",7392,7406,7558,7650,7674,268,3.6255411255411256
".Mille Lacs County, Minnesota",26473,26468,26913,27295,27427,959,3.6225588335285006
".Judith Basin County, Montana",2016,2020,2038,2079,2093,73,3.6210317460317465
".Madison County, Florida",17972,17869,18099,18230,18519,650,3.6167371466726017
".Costilla County, Colorado",3497,3502,3613,3615,3628,126,3.6030883614526736
".Park County, Wyoming",29627,29669,30141,30505,30735,1066,3.5980693286529175
".Bexar County, Texas",2009316,2015501,2030981,2060191,2087679,72178,3.5921676829328986
".Bannock County, Idaho",87019,87276,88515,89625,90400,3124,3.5900205702202967
".Merced County, California",281205,281830,284610,290210,291920,10090,3.5881296563005636
".Hanover County, Virginia",109977,110202,111783,112860,114148,3946,3.588022950253235
".Mason County, Washington",65723,66034,67246,68171,68389,2355,3.5832204859790338
".Tompkins County, New York",105737,99772,105966,104299,103558,3786,3.580582010081618
".Jefferson County, Oregon",24508,24581,25105,25324,25454,873,3.562102170719765
".Jones County, Texas",19654,19682,19811,20271,20381,699,3.556527933245141
".Macon County, North Carolina",37019,37098,37470,37969,38412,1314,3.5495286204381533
".Charleston County, South Carolina",408481,409899,414514,419350,424367,14468,3.5419028057608557
".Gordon County, Georgia",57544,57722,58239,58855,59757,2035,3.536424301404143
".Meade County, South Dakota",29847,29899,30289,30702,30954,1055,3.534693604047308
".Franklin County, Texas",10355,10369,10497,10665,10735,366,3.5345243843553837
".Lincoln County, Maine",35248,35263,36024,36285,36507,1244,3.5292782569223786
".Putnam County, Florida",73319,73372,74095,74736,75955,2583,3.52296130607346
".Carver County, Minnesota",106919,107297,108859,110120,111057,3760,3.516680851859819
".Eureka County, Nevada",1852,1852,1908,1863,1917,65,3.509719222462203
".Georgetown County, South Carolina",63402,63509,63925,64669,65731,2222,3.504621305321599
".Durham County, North Carolina",324846,325567,329849,333292,336892,11325,3.4862673389852423
".Kimble County, Texas",4282,4293,4348,4420,4442,149,3.4796823914058854
".Oxford County, Maine",57765,57898,58692,59458,59905,2007,3.4744222279927293
".Erath County, Texas",42543,42719,43381,43837,44195,1476,3.469430928707425
".Jefferson County, West Virginia",57705,57785,58541,59001,59787,2002,3.4693700719175116
".Polk County, North Carolina",19335,19390,19714,20012,20060,670,3.4652185156452027
".Johnson County, Wyoming",8450,8467,8624,8719,8759,292,3.455621301775148
".Johnson County, Indiana",161763,162237,164394,165686,167819,5582,3.4507272985787854
".Gloucester County, Virginia",38715,38722,39174,39550,40057,1335,3.4482758620689653
".McIntosh County, Oklahoma",18944,18950,19249,19403,19603,653,3.4470016891891895
".Hamilton County, Tennessee",366209,367251,369005,374602,379864,12613,3.444208088823595
".Hubbard County, Minnesota",21350,21397,21749,21963,22132,735,3.4426229508196724
".Pierce County, Georgia",19715,19747,19975,20190,20425,678,3.4390058331219886
".Cannon County, Tennessee",14507,14565,14537,14807,15063,498,3.432825532501551
".Hickman County, Tennessee",24911,24972,25080,25481,25826,854,3.428204407691381
".Kanabec County, Minnesota",16029,16053,16170,16449,16602,549,3.425042111173498
